review_id,element_id,rating,ground_truth,predicted,score,text,reason
"R1FUZJ0GWDCLUS,R3VJ1YSW5XZI0D,R2659C1LEZY2BE,R2SCWNAAVSIAY,RUV07628Q4D75,RZ10G9SIHUWRY,R1I8JVDSJD2ODS,R3NGRQVZQY9RYR",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118476131,4.1,Positive,Negative,-0.2942,"Not a smudge proof but gives a gorilla glass feel. Lovely product!,Not smudge proof leaves a lot of finger print marks, rest is ok,Very Nice,Proper fit and doesn't let in bubbles if you know how to install a tempered glass. Definitely not smudge proof but no scratches observed till now.,Good screen protector, almost cover entire screen just few millimeter sapce gets left form edges,Nice glass,,Saying good bye to delivery of poor quality product and Amazon current policies to run away by providing poor product and poor resolution to complaints. Go and buy products from market.",Pengiriman Lama
"R3I568NWPF5187,R19KS9NAHZME09,R384JBLG7VAYNP,R3T6PJ40WKL2M2,R2HOVG7RABKNQ7,R2PVJY6ZKTLSAS,R2PIAZDEUTARUA,R8S61DB3WGBVT",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118476134,4.2,Positive,Neutral,0.0,"Pages are small,Okay okay,Best product but size is too small,,Quality is goodGreat notebook,Beast paper and spring,Good,https://m.media-amazon.com/images/I/71wZSQwwaGL._SY88.jpg",-
"R1JB53IQ0AXIHW,RPKOAVSXXPSKU,R3AIW6ZYB8OS8W,R1FANNDP3KWHH8,R2ESITUL5GM8WX,R39Y7SUMSOWEBW,R6EAH6XUMX4SX,RXPO6LV61TV1T",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118476136,4.4,Positive,Negative,-0.2755,"Standard calculator. What you expect from a 12Digit calculator. Nothing more, nothing less,Excellent product,Good.,I Like this product. The product is genuine onky,Super product,Very good,Very average product,No issue with the product.",Sentimen Negatif Umum
"R17OSOGCSZ1TU1,R2V3IDY4X5DO07,R10YPJXXLIT9PF,R2NI83SF805SZB,R2O53KW0B4KLDY,R24235I5D6EXHG,R2ATCM75K287E3,R15Z1PSJ93SSWJ",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118476150,4.5,Positive,Neutral,-0.0344,"I often use classmates for my daily work which are absolutely brilliant,,Product is good. But,packaging is worst. It was just packed in a thin papar of Amazon. Both the sides were torn completly, monsoon has started and it's common sense that packaging should be done accordingly, and day by day Amazon's packaging becoming worst, I'm very unsatisfied with Amazon this time, fortunately products were not damaged. Delivery was good.,Good,It's really helpful for a writing some stuffs on it . Paper quilty are great . And size also fair .  No of pages also fair .,Pages are to good.,At this cost, 3, notebook of Classmate, Amazing,Khata quality is good but expensive than offline market and it takes carrying cost of Rs. 40 as delivery charges from me.",-
"R1TJKL76C0W8AT,RI1F2WGK4HN7I,RC05PR7RHAM9E,R1LKX7E6XKVV27,R2FOPD4PXWCP5N,R2URWEN1QK21IU,R37JHQEP9ROA6N,R3DE3ZEHY39HOR",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118476157,4.3,Positive,Neutral,0.0,"It was what I expected.  Does the job.,Recommended.,Nice quality and durable,It is exact same volt and watt as my old charger is.,Best product in this price and overall ok,100% Original,Quality assurance,Decent performance",-
"R2I07NZ3TO67ZS,R1TFPBGO0PT14P,R7XWY4BKE5UP3,R2O91G56I5D5YG,R2AXSATZZSSY51,R1V45KR4JDINGH,R28IIWM1MJ40FD,R1T583O5CK7Y4T",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118476163,4.0,Positive,Neutral,-0.0387,"As per expectations,At this price point, guide stickers should be provided. Installation without those guide stickers is challenging for lay person. I ended up having to lift up the sticker several times to realign in and this resulted in imperfections in few places and so now there are bubles that I can't do anything about.,Suits correctly. Good quality for money,Ok,Liked the product and packaging was very impressive,Quality-wise and usage-wise the glass is fine but the alignments are not proper for my tablet.In Samsung Galaxy Tab A8 (2022), the glass alignment (centering) nearby the front camera is not proper (refer to my pictures uploaded).Rest is fine.,Perfect fi. No bubble or smudge but the price is a bit on higher side. Otherwise OK.,Good",-
"R352VUE5QTHFFF,R2RC6R2E0OMNQ9,RJ12UME7RFM5D,R22YTLRMKBWQM,R3BTY7HUJDNKG8,R3R812J0VVBD0A,R32X1CLMKWWKDE,R12N4I2XRPP114",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118476668,4.0,Positive,Negative,-0.8605,"During winter it keeps room temperature hot which reduced cold. We really enjoy the product,If your place is air tight this 9 fin Radiotor heater will be enough. But my place is not air tight that's why I am not satisfied.,Product could use a user manual.Number of fins required for so and so size of rooms needs to be described,Can not working. We are just using it without fan. Don’t have patience for exchange/return now.,Overall good,Good 9 Fin Oil Filler Room Heater from Morphy Richards. Reduced one star as there is no PTC Fan in this. Remaining all features working as expected.,Good product. Used 10 kWh unit electricity for full night run in Agra with min temperature at 7degrees. Keeps the small 10x10 foot room warm enough to be able to sit in light jacket.Heats up room slowly as expected, unlike coil based heaters. But less danger and doesn't impact skin.Easy to setup the rollers.For a bigger room, go for 11fins model and not 9 fins model.,People who are saying that screws didn't come. Please check under lower thermocol. Screws are there. I raised return request bought new Morphy richards from store and found this thing. So cancelled the return request. I got 2 now because of this issue. Why Morphy richards? Why hiding it away where people are not able to find it?Overall product is really good, please go for it.",Ada kata 'Tapi' (Kontras)
"R35LX6CSWTNYSC,R1CUUHI7XOHG6J,R1GBNN50EN0PFS,R3NOMC4L51HI68,R1YMZK0C9NM9TJ,R17GMX3E73L0PD,R3T6DF21D1TVYC,R37MXBYQP6B9UG",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118476863,4.3,Positive,Negative,-0.9399,"I was very impressed by the quality of this basket - I found it sturdier than Cello brand's laundry basket. I ordered one more basket in black but unfortunately the finish of the product on the inside wasn't smooth. I wanted to store washed laundry in the second one but the basket's interior didn't have a smooth finish - had scratches and plastic sticking out that could damage delicate clothes. I returned the second one. I am deducting a star because my second purchase experience wasn't good. I might buy the same product again in the hope that I get a product of the same quality as my first purchase.Update after ordering the basket for the third time - The third basket's rim was bent so I couldn't fit the lid but the baskets finish was perfect. I persevered and requested and exchange and on the fourth attempt, I finally got a good quality basket for storing washed laundry.,Plastic quality is good sturdy build overall good purchase reasonable pricing,Cover could be fit better,https://m.media-amazon.com/images/W/WEBP_402378-T2/images/I/613anWf4JBL._SY88.jpg,Good capacity but bad finishing and bit pricey. Cheap quality too.,Good but not any packing,It does the job. The capacity is huge and you can easily store 1 week's laundry. The top is detachable,The lid of the basket is not that strong and ite just comes out all the time and I have to fix it again and again.",Isu Harga
"R2TWO1XR7BGSHO,R1683BA4KIYFUI,R2BTLKVDN71QOW",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118476865,4.1,Positive,Negative,-0.296,"Like and happy,,Please don't buy this heater, it stopped working in just 2 days.... And not able to return the product also... Waste of money",Sentimen Negatif Umum
"RU0EQUWAQWSU6,R2R99SCVYQYHPL,R7O3R0R2OR9EZ,R1EO91IQFDEPU8,RMYWUK6J83TM9,R3GV3HMKR68771,R3MB7ZUKQPAQ1C,R1QKEORLV97GNT",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118476953,4.0,Positive,Negative,-0.9769,"Good service,Good,I like this product,taste is also good 👍👍,Worth for money product.,Ok,I am updating my review, hope it will get published and the who's and who of the brand will pay attention to it. After every two to three months the unit is having problem with the inlet system. Many a times, the inlet stops taking water but the indicator shows tank filling! It was rectified by the service person. Again, now the indicator showing tank filling while the inlet valve is shut! It should show the purple light means low or no pressure. It's a faulty unit. The installation guy and the service persons were right who stated that the faulty and low quality units are sold online, whose statement I ignored thinking that every offline seller says so. Alas, I was wrong. I want this unit to be removed immediately and want my hard earned money back.,At this price this product is very suitable.,Esy to install",Isu Harga
"R18A1K5678ELRR,R3VBWUYTKOOUQ7,R320E1OP4NVG4E,R10EY3S2UI2CVF,R3TWPYZY4WV9SK,R2GYN2RG5YXY61,R2Y6MTG252PZ9P,R1IM78YLKWJZ1B",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118476976,4.0,Positive,Negative,-0.8836,"I have been using this Geyser for almost two months. it heats up the water in just 15 minutes and quite power efficient. Uses almost half a unit for two person. And if you leave it on for the whole day its around 1 unit. Very power efficient. And looks stylish in the bathroom and due to the form factor doest take much space. Go for it . You get all the pipes and Installation material in the box so no need to buy them separately which is the case in some other models.,I had 2 option while purchasing this geyser, Havells vs this one. I opted this one as this was cheaper then its Havell's counterpart but this geyser does not satisfies me at all. The only PROS is its heats up water very quickly but rest is all CONS.I keep the know to maximum temperature but still the light does not move from orange to red even if I put on the geyser for 3 hrs. It does not holds hot water for long. I have used Recold, AO Smith even Amica earlier they were not as quick as Crompton but they used to hold hot water for long. I have another Havells at home whose light goes from green to orange to red to display water temperature.,Paisa wasul hai,The product is not that good , just given 5 star energy efficient, but it takes more time to heat the water, also don’t holds hot water for atleast 6 hrs. Temperature control also not so good , after getting 2-3 liters itself , water becomes cold, even if it is on from 20 min,I’m using ao smith geyser in our one room from five years, no issue, again purchased 2 geysers for other two rooms , one is ao smith and other is this crompton, even though i spend more for this geyser I’m not satisfied. Better go for ao smith or racold..,,Waranty card are missing.,एक होम गीजर में जो होना चाहिए वो सब कुछ है सबसे अच्छी बात है पावर आफ होने के बाद भी गीजर के टेंक में बचा पानी 8 घंटे तक भी गर्म रहता है।,Good product using since 2 months working properly",Ada kata 'Tapi' (Kontras)
"R1HD4L4O8FYBVJ,R1DSP7AK9O1EG0,R3F6O9LJWF9UGP,R1WGQ33LIJEOSH,R3NQC64D2P7Q16,R1H44VOQWJQYKK,RVLTVX5PB83WB,R372RHOH38PJ9W",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118477000,4.1,Positive,Neutral,0.0148,"An easy-to-use coffee filter at a reasonable price.,Value for money, fit and finish is good,Good for 3 glasses of filter coffee.,I am relishing the original filter coffee taste in North India.,I give it 5 stars as it is the same as shown and good and easy to use.,I mostly have instant coffee but this time I bought some filter coffee from Araku Valley during my visit. I was not aware of the process that you can't have it like the normal coffee so I tried it like normal one and it failed miserably because the coffee seeds won't get dissolved there is no coffee smell in it. Then I went online to understand the process where I came to know about this coffee maker. I bought it for 2cup coffee which cost me 299/-. You can get bigger one also for 4 or 6 cup. You can go through the process of how to make south Indian filter coffee online. To me it does job very efficiently and finally I am able to have a good cup of filter coffee. Now about the product it's not premium quality steel but it's a decent one and it's very easy to use. You fill the filter in morning and you can have the raw extract till night. So to me it's a value for money if you want to try filter coffee.,The press doesn't work perfectly but does the job. Size is small, you can only make one cup.,The steel quality is world class. Gives a proper filteration",-
"RET6MLCT292IA,R28KTF1812QBSY,RSQKDGLTZET66,R27B4L6ORUNWP0,RVAY1H2CHPFD5,R3H5NH63Y26SZ7,R2OQU5R4OZWFTT,R3UXSYW0X740ED",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118477059,4.2,Positive,Negative,-0.7768,"A reasonably good product,,A bit costly for me,,Using since 1 year . No problem faced.sound is normal.,The shape does not fit where i want to get it installed. I want the round one. Can i get it exchanged or returned please?,Easy to use,Good product but the speed is a bit low. Hence less suction power. Very low noise.",Isu Harga
"R39Q2Y79MM9SWK,R3079BG1NIH6MB,R29A31ZELTZNJM,RQ7XAO5UTJQZT,R223OFAZGIK4X7,R27WMZV25K3TN1,R302QB4GVL3F8T,RBZRSE5J6HCF3",5:6c218a69-b37f-472b-850d-2b9772792e4a:1152922604118477091,4.0,Positive,Negative,-0.296,"I have installed this in my kitchen working fine is just fan speed is very slow could have been faster but not it is slow thats the reason this exhaust smoke very slow but it does exhaust.,Good quality,https://m.media-amazon.com/images/W/WEBP_402378-T1/images/I/61izko3RxDL._SY88.jpg,speed could have been little bit more,,Beat performance this product.,Connecting wire is too short,Super",Ada kata 'Tapi' (Kontras)
